"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","WEEK_END_DATE_2","YEAR","MONTH","DAY_OF_MONTH","ABS_DISCOUNT","REL_DISCOUNT"
"14-01-2009",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2009-01-14,2009,1,14,0,0
"21-01-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-01-21,2009,1,21,0,0
"28-01-2009",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2009-01-28,2009,1,28,0,0
"11-02-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-02-11,2009,2,11,0,0
"18-02-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-02-18,2009,2,18,0,0
"25-02-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-02-25,2009,2,25,0,0
"04-03-2009",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2009-03-04,2009,3,4,0,0
"11-03-2009",17627,31254742725,4,3,3,18.36,4.59,4.59,0,0,0,2009-03-11,2009,3,11,0,0
"25-03-2009",17627,31254742725,5,4,4,22.95,4.59,4.59,0,0,0,2009-03-25,2009,3,25,0,0
"01-04-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-04-01,2009,4,1,0,0
"08-04-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-04-08,2009,4,8,0,0
"15-04-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-04-15,2009,4,15,0,0
"22-04-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-04-22,2009,4,22,0,0
"29-04-2009",17627,31254742725,4,4,4,18.36,4.59,4.59,0,0,0,2009-04-29,2009,4,29,0,0
"13-05-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-05-13,2009,5,13,0,0
"20-05-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-05-20,2009,5,20,0,0
"27-05-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-05-27,2009,5,27,0,0
"03-06-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-06-03,2009,6,3,0,0
"10-06-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-06-10,2009,6,10,0,0
"17-06-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-06-17,2009,6,17,0,0
"24-06-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-06-24,2009,6,24,0,0
"01-07-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-07-01,2009,7,1,0,0
"08-07-2009",17627,31254742725,4,4,4,18.36,4.59,4.59,0,0,0,2009-07-08,2009,7,8,0,0
"15-07-2009",17627,31254742725,7,7,7,27.3,3.9,4.59,0,0,1,2009-07-15,2009,7,15,-0.69,-0.150326797385621
"22-07-2009",17627,31254742725,14,12,12,41.86,2.99,4.59,1,0,0,2009-07-22,2009,7,22,-1.6,-0.348583877995643
"29-07-2009",17627,31254742725,7,4,4,20.93,2.99,4.59,1,0,0,2009-07-29,2009,7,29,-1.6,-0.348583877995643
"05-08-2009",17627,31254742725,3,3,3,8.97,2.99,4.59,0,0,1,2009-08-05,2009,8,5,-1.6,-0.348583877995643
"12-08-2009",17627,31254742725,2,2,2,5.98,2.99,4.59,0,0,1,2009-08-12,2009,8,12,-1.6,-0.348583877995643
"19-08-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-08-19,2009,8,19,0,0
"26-08-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-08-26,2009,8,26,0,0
"02-09-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-09-02,2009,9,2,0,0
"09-09-2009",17627,31254742725,4,4,4,18.36,4.59,4.59,0,0,0,2009-09-09,2009,9,9,0,0
"16-09-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-09-16,2009,9,16,0,0
"30-09-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-09-30,2009,9,30,0,0
"14-10-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-10-14,2009,10,14,0,0
"28-10-2009",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2009-10-28,2009,10,28,0,0
"04-11-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-11-04,2009,11,4,0,0
"11-11-2009",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2009-11-11,2009,11,11,0,0
"18-11-2009",17627,31254742725,2,2,2,5.98,2.99,4.59,1,0,0,2009-11-18,2009,11,18,-1.6,-0.348583877995643
"02-12-2009",17627,31254742725,1,1,1,2.99,2.99,4.59,0,0,1,2009-12-02,2009,12,2,-1.6,-0.348583877995643
"09-12-2009",17627,31254742725,5,5,5,14.95,2.99,4.59,0,0,1,2009-12-09,2009,12,9,-1.6,-0.348583877995643
"16-12-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-12-16,2009,12,16,0,0
"23-12-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-12-23,2009,12,23,0,0
"30-12-2009",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2009-12-30,2009,12,30,0,0
"13-01-2010",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2010-01-13,2010,1,13,0,0
"27-01-2010",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2010-01-27,2010,1,27,0,0
"03-02-2010",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2010-02-03,2010,2,3,0,0
"10-02-2010",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2010-02-10,2010,2,10,0,0
"17-02-2010",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2010-02-17,2010,2,17,0,0
"24-02-2010",17627,31254742725,2,2,2,9.18,4.59,4.59,0,0,0,2010-02-24,2010,2,24,0,0
"03-03-2010",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2010-03-03,2010,3,3,0,0
"10-03-2010",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2010-03-10,2010,3,10,0,0
"17-03-2010",17627,31254742725,2,2,2,7.58,3.79,4.59,0,0,1,2010-03-17,2010,3,17,-0.8,-0.174291938997821
"24-03-2010",17627,31254742725,13,11,11,38.87,2.99,4.59,1,0,0,2010-03-24,2010,3,24,-1.6,-0.348583877995643
"31-03-2010",17627,31254742725,7,7,7,22.54,3.22,4.59,1,0,0,2010-03-31,2010,3,31,-1.37,-0.298474945533769
"07-04-2010",17627,31254742725,1,1,1,2.99,2.99,4.59,0,0,1,2010-04-07,2010,4,7,-1.6,-0.348583877995643
"14-04-2010",17627,31254742725,1,1,1,4.59,4.59,4.59,0,0,0,2010-04-14,2010,4,14,0,0
"21-04-2010",17627,31254742725,3,3,3,13.77,4.59,4.59,0,0,0,2010-04-21,2010,4,21,0,0
